1911	+0072
1911	+0050
1911	+0100
1911	+0083
1911	+0072
1911	+0122
1911	+0072
1911	+0078
1911	+0094
1911	+0083
1911	+0072
1911	+0111
1911	+0078
1911	+0061
1911	+0100
1911	+0067
1911	+0050
1911	+0117
1911	+0061
1911	+0067
1911	+0106
1911	+0100
1911	+0106
1911	+0117
1911	+0117
1911	+0078
1911	+0106
1911	+0078
1911	+0050
1911	+0094
1911	+0072
1911	+0067
1911	+0089
1911	+0078
1911	+0072
1911	+0128
1911	+0089
1911	+0061
1911	+0100
1911	+0061
1911	+0061
1911	+0128
1911	+0106
1911	+0100
1911	+0106
1911	+0117
1911	+0111
1911	+0167
1911	+0117
1911	+0100
1911	+0117
1911	+0111
1911	+0111
1911	+0128
1911	+0111
1911	+0106
1911	+0150
1911	+0117
1911	+0111
1911	+0133
1911	+0111
1911	+0111
1911	+0128
1911	+0122
1911	+0117
1911	+0150
1911	+0128
1911	+0100
1911	+0122
1911	+0100
1911	+0083
1911	+0072
1911	+0072
1911	+0061
1911	+0061
1911	+0056
1911	+0056
1911	+0083
1911	+0067
1911	+0067
1911	+0083
1911	+0083
1911	+0083
1911	+0100
1911	+0061
1911	+0028
1911	+0056
1911	+0044
1911	-0006
1911	+0072
1911	+0044
1911	+0061
1911	+0100
1911	+0072
1911	+0067
1911	+0094
1911	+0039
1911	+0017
1911	+0039
1911	+0017
1911	+0000
1911	+0028
1911	-0017
1911	-0028
1911	-0006
1911	-0022
1911	-0044
1911	-0017
1911	-0044
1911	-0022
1911	+0000
1911	+0000
1911	-0028
1911	+0006
1911	-0028
1911	-0056
1911	+0022
1911	+0017
1911	+0000
1911	+0011
1911	+0006
1911	+0044
1911	+0072
1911	+0067
1911	+0033
1911	+0083
1911	+0061
1911	+0028
1911	+0100
1911	+0033
1911	+0039
1911	+0056
1911	+0056
1911	-0006
1911	+0017
1911	-0028
1911	-0050
1911	+0006
1911	+0000
1911	+0039
1911	+0083
1911	+0083
1911	+0000
1911	-0033
1911	-0056
1911	-0072
1911	-0011
1911	-0006
1911	+0056
1911	+0061
1911	+0072
1911	+0000
1911	+0022
1911	-0011
1911	-0022
1911	-0006
1911	-0022
1911	-0044
1911	+0000
1911	-0039
1911	-0050
1911	-0011
1911	-0033
1911	-0011
1911	+0011
1911	+0039
1911	+0044
1911	+0044
1911	+0011
1911	+0011
1911	+0050
1911	+0050
1911	+0044
1911	+0056
1911	+0044
1911	+0050
1911	+0050
1911	+0050
1911	+0022
1911	+0033
1911	+0022
1911	+0028
1911	+0061
1911	+0056
1911	+0039
1911	+0039
1911	+0033
1911	+0028
1911	+0017
1911	+0000
1911	-0017
1911	-0028
1911	-0044
1911	-0017
1911	-0039
1911	-0067
1911	-0028
1911	-0011
1911	+0006
1911	+0011
1911	+0011
1911	+0011
1911	+0017
1911	+0039
1911	+0044
1911	+0039
1911	-0011
1911	+0011
1911	+0011
1911	+0022
1911	+0039
1911	+0033
1911	+0033
1911	+0011
1911	+0011
1911	+0022
1911	+0028
1911	+0039
1911	+0033
1911	+0022
1911	+0033
1911	-0022
1911	-0033
1911	-0028
1911	-0072
1911	-0083
1911	-0061
1911	-0078
1911	-0050
1911	-0056
1911	-0039
1911	-0011
1911	+0000
1911	+0000
1911	-0017
1911	+0000
1911	-0006
1911	-0039
1911	-0022
1911	-0028
1911	+0011
1911	+0011
1911	+0011
1911	+0011
1911	+0017
1911	+0011
1911	+0011
1911	+0006
1911	-0017
1911	-0028
1911	-0028
1911	-0056
1911	-0044
1911	-0044
1911	-0028
1911	-0039
1911	-0061
1911	-0050
1911	-0044
1911	-0044
1911	-0061
1911	-0056
1911	-0072
1911	-0056
1911	-0044
1911	-0022
1911	-0022
1911	-0028
1911	-0028
1911	-0028
1911	-0028
1911	-0039
1911	-0061
1911	-0050
1911	-0039
1911	-0028
1911	-0022
1911	-0028
1911	-0028
1911	-0022
1911	-0022
1911	+0000
1911	-0011
1911	-0006
1911	+0006
1911	-0017
1911	-0028
1911	-0033
1911	-0044
1911	-0028
1911	-0022
1911	-0011
1911	-0028
1911	-0078
1911	-0122
1911	-0150
1911	-0122
1911	-0033
1911	+0000
1911	-0006
1911	+0000
1911	+0000
1911	+0006
1911	-0006
1911	+0011
1911	-0011
1911	-0006
1911	-0017
1911	-0028
1911	-0028
1911	-0050
1911	-0028
1911	-0033
1911	-0022
1911	-0039
1911	-0033
1911	-0039
1911	-0056
1911	-0067
1911	-0050
1911	-0061
1911	-0056
1911	-0050
1911	-0039
1911	-0039
1911	-0050
1911	-0028
1911	-0050
1911	-0044
1911	-0033
1911	-0017
1911	-0017
1911	-0017
1911	-0050
1911	-0100
1911	-0167
1911	-0178
1911	-0067
1911	-0033
1911	-0017
1911	+0000
1911	+0000
1911	+0006
1911	-0022
1911	-0050
1911	-0133
1911	-0156
1911	-0128
1911	-0122
1911	-0133
1911	-0172
1911	-0172
1911	-0089
1911	-0078
1911	-0072
1911	-0050
1911	-0028
1911	+0011
1911	+0011
1911	+0006
1911	-0006
1911	-0011
1911	-0011
1911	+0006
1911	+0011
1911	-0033
1911	+0000
1911	+0000
1911	-0006
1911	-0028
1911	-0039
1911	-0067
1911	-0128
1911	-0150
1911	-0100
1911	-0094
1911	-0100
1911	-0078
1911	-0100
1911	-0100
1911	-0128
1911	-0067
1911	-0006
1911	-0006
1911	-0006
1911	+0006
1911	-0017
1911	-0056
1911	-0022
1911	+0022
1911	-0028
1911	-0017
1911	-0028
1911	-0067
1911	-0039
1911	+0006
1911	+0006
1911	+0033
1911	-0011
1911	-0028
1911	+0011
1911	+0011
1911	+0006
1911	-0044
1911	-0039
1911	-0061
1911	-0067
1911	-0028
1911	-0044
1911	-0039
1911	-0022
1911	+0006
1911	+0006
1911	-0017
1911	-0044
1911	-0006
1911	-0061
1911	-0067
1911	-0039
1911	-0067
1911	-0078
1911	-0072
1911	-0117
1911	-0106
1911	-0100
1911	-0128
1911	-0194
1911	-0200
1911	-0244
1911	-0122
1911	-0022
1911	-0033
1911	-0072
1911	-0050
1911	-0100
1911	-0161
1911	-0089
1911	-0078
1911	-0144
1911	-0072
1911	+0006
1911	+0000
1911	-0017
1911	-0039
1911	-0100
1911	-0144
1911	-0167
1911	-0206
1911	-0189
1911	-0244
1911	-0061
1911	-0056
1911	-0078
1911	-0122
1911	-0083
1911	-0178
1911	-0100
1911	-0033
1911	-0017
1911	-0050
1911	-0072
1911	-0089
1911	-0100
1911	-0100
1911	-0122
1911	-0117
1911	-0100
1911	-0139
1911	-0139
1911	-0100
1911	-0106
1911	-0050
1911	-0022
1911	-0006
1911	+0000
1911	+0006
1911	+0006
1911	-0044
1911	-0017
1911	-0006
1911	-0006
1911	+0000
1911	-0061
1911	-0117
1911	-0083
1911	-0128
1911	-0222
1911	-0133
1911	-0178
1911	-0294
1911	-0167
1911	-0217
1911	-0144
1911	-0094
1911	-0078
1911	-0067
1911	-0033
1911	-0017
1911	-0022
1911	+0017
1911	-0028
1911	+0006
1911	+0017
1911	+0006
1911	-0094
1911	-0094
1911	-0150
1911	-0222
1911	-0100
1911	-0150
1911	-0161
1911	-0083
1911	-0106
1911	-0106
1911	-0061
1911	-0050
1911	-0022
1911	-0011
1911	-0006
1911	+0006
1911	+0011
1911	-0006
1911	-0028
1911	+0006
1911	-0033
1911	-0022
1911	+0006
1911	-0006
1911	-0011
1911	+0000
1911	-0017
1911	-0044
1911	-0028
1911	-0067
1911	-0067
1911	-0033
1911	-0056
1911	-0072
1911	-0028
1911	-0044
1911	-0083
1911	-0017
1911	-0039
1911	-0017
1911	+0017
1911	+0000
1911	+0000
1911	+0028
1911	+0011
1911	+0011
1911	+0017
1911	+0006
1911	-0006
1911	+0011
1911	-0011
1911	+0000
1911	+0017
1911	-0039
1911	-0050
1911	-0017
1911	-0033
1911	-0072
1911	-0006
1911	-0050
1911	-0111
1911	-0017
1911	-0067
1911	-0067
1911	+0006
1911	-0094
1911	-0178
1911	+0000
1911	-0028
1911	-0100
1911	+0000
1911	-0078
1911	-0150
1911	+0017
1911	-0067
1911	-0111
1911	-0028
1911	-0033
1911	-0033
1911	+0017
1911	-0022
1911	-0133
1911	+0017
1911	-0067
1911	-0122
1911	+0000
1911	-0050
1911	-0039
1911	+0067
1911	-0017
1911	-0033
1911	+0050
1911	+0022
1911	+0011
1911	+0000
1911	-0039
1911	-0094
1911	+0006
1911	-0061
1911	-0094
1911	+0017
1911	+0006
1911	+0022
1911	+0039
1911	+0000
1911	-0056
1911	+0028
1911	-0006
1911	-0011
1911	+0056
1911	+0017
1911	-0039
1911	-0028
1911	-0067
1911	-0111
1911	-0061
1911	-0072
1911	-0078
1911	-0039
1911	-0072
1911	-0100
1911	+0039
1911	+0011
1911	-0011
1911	+0067
1911	+0006
1911	-0033
1911	+0078
1911	+0022
1911	+0006
1911	+0033
1911	-0011
1911	-0022
1911	+0017
1911	-0028
1911	-0050
1911	+0039
1911	+0006
1911	-0006
1911	+0050
1911	-0006
1911	-0044
1911	+0022
1911	+0000
1911	-0006
1911	+0044
1911	+0011
1911	+0011
1911	+0033
1911	+0011
1911	+0011
1911	+0067
1911	+0017
1911	-0006
1911	+0056
1911	-0006
1911	-0017
1911	+0050
1911	+0000
1911	+0017
1911	+0033
1911	+0000
1911	+0006
1911	+0122
1911	+0050
1911	+0039
1911	+0139
1911	+0050
1911	+0033
1911	+0072
1911	+0056
1911	+0056
1911	+0111
1911	+0056
1911	+0039
1911	+0061
1911	+0050
1911	+0017
1911	+0083
1911	+0044
1911	-0022
1911	+0039
1911	+0006
1911	+0000
1911	+0017
1911	+0011
1911	+0039
1911	+0072
1911	+0050
1911	+0039
1911	+0072
1911	+0039
1911	+0028
1911	+0061
1911	+0033
1911	+0033
1911	+0111
1911	+0061
1911	+0044
1911	+0122
1911	+0067
1911	+0067
1911	+0111
1911	+0067
1911	+0039
1911	+0106
1911	+0072
1911	+0056
1911	+0094
1911	+0089
1911	+0083
1911	+0133
1911	+0072
1911	+0083
1911	+0206
1911	+0156
1911	+0061
1911	+0183
1911	+0122
1911	+0106
1911	+0211
1911	+0133
1911	+0078
1911	+0111
1911	+0083
1911	+0056
1911	+0150
1911	+0089
1911	+0056
1911	+0161
1911	+0089
1911	+0072
1911	+0161
1911	+0106
1911	+0089
1911	+0156
1911	+0128
1911	+0083
1911	+0117
1911	+0072
1911	+0022
1911	+0083
1911	+0067
1911	+0067
1911	+0117
1911	+0089
1911	+0078
1911	+0133
1911	+0072
1911	+0067
1911	+0117
1911	+0039
1911	+0022
1911	+0017
1911	+0022
1911	+0006
1911	+0072
1911	+0072
1911	+0044
1911	+0128
1911	+0089
1911	+0078
1911	+0111
1911	+0094
1911	+0083
1911	+0139
1911	+0128
1911	+0094
1911	+0194
1911	+0178
1911	+0122
1911	+0228
1911	+0183
1911	+0189
1911	+0256
1911	+0172
1911	+0172
1911	+0272
1911	+0206
1911	+0167
1911	+0261
1911	+0172
1911	+0133
1911	+0172
1911	+0122
1911	+0100
1911	+0128
1911	+0106
1911	+0083
1911	+0150
1911	+0122
1911	+0128
1911	+0233
1911	+0189
1911	+0156
1911	+0222
1911	+0172
1911	+0161
1911	+0250
1911	+0200
1911	+0172
1911	+0250
1911	+0194
1911	+0183
1911	+0172
1911	+0128
1911	+0100
1911	+0106
1911	+0083
1911	+0061
1911	+0100
1911	+0078
1911	+0056
1911	+0067
1911	+0039
1911	+0028
1911	+0056
1911	+0044
1911	+0044
1911	+0083
1911	+0056
1911	+0061
1911	+0122
1911	+0094
1911	+0067
1911	+0111
1911	+0100
1911	+0106
1911	+0167
1911	+0122
1911	+0106
1911	+0156
1911	+0117
1911	+0083
1911	+0100
1911	+0089
1911	+0083
1911	+0111
1911	+0100
1911	+0078
1911	+0117
1911	+0083
1911	+0067
1911	+0150
1911	+0106
1911	+0083
1911	+0167
1911	+0106
1911	+0117
1911	+0144
1911	+0144
1911	+0117
1911	+0206
1911	+0167
1911	+0150
1911	+0217
1911	+0183
1911	+0161
1911	+0211
1911	+0172
1911	+0178
1911	+0244
1911	+0211
1911	+0200
1911	+0289
1911	+0233
1911	+0178
1911	+0206
1911	+0172
1911	+0144
1911	+0172
1911	+0156
1911	+0133
1911	+0150
1911	+0144
1911	+0139
1911	+0178
1911	+0156
1911	+0144
1911	+0150
1911	+0139
1911	+0122
1911	+0150
1911	+0133
1911	+0122
1911	+0133
1911	+0106
1911	+0100
1911	+0150
1911	+0122
1911	+0133
1911	+0194
1911	+0144
1911	+0133
1911	+0217
1911	+0167
1911	+0139
1911	+0172
1911	+0156
1911	+0139
1911	+0206
1911	+0144
1911	+0144
1911	+0200
1911	+0167
1911	+0139
1911	+0206
1911	+0156
1911	+0133
1911	+0178
1911	+0128
1911	+0128
1911	+0167
1911	+0133
1911	+0122
1911	+0194
1911	+0167
1911	+0139
1911	+0194
1911	+0156
1911	+0139
1911	+0117
1911	+0100
1911	+0100
1911	+0122
1911	+0111
1911	+0106
1911	+0128
1911	+0083
1911	+0083
1911	+0094
1911	+0094
1911	+0122
1911	+0161
1911	+0133
1911	+0111
1911	+0200
1911	+0139
1911	+0128
1911	+0178
1911	+0150
1911	+0150
1911	+0228
1911	+0178
1911	+0128
1911	+0144
1911	+0150
1911	+0144
1911	+0194
1911	+0161
1911	+0133
1911	+0217
1911	+0172
1911	+0172
1911	+0211
1911	+0178
1911	+0172
1911	+0250
1911	+0183
1911	+0167
1911	+0250
1911	+0183
1911	+0172
1911	+0261
1911	+0211
1911	+0178
1911	+0272
1911	+0206
1911	+0172
1911	+0283
1911	+0228
1911	+0194
1911	+0278
1911	+0211
1911	+0200
1911	+0294
1911	+0244
1911	+0194
1911	+0300
1911	+0244
1911	+0211
1911	+0300
1911	+0239
1911	+0200
1911	+0283
1911	+0222
1911	+0200
1911	+0278
1911	+0189
1911	+0194
1911	+0261
1911	+0189
1911	+0183
1911	+0239
1911	+0200
1911	+0183
1911	+0256
1911	+0217
1911	+0200
1911	+0283
1911	+0217
1911	+0206
1911	+0306
1911	+0244
1911	+0211
1911	+0300
1911	+0239
1911	+0167
1911	+0178
1911	+0150
1911	+0144
1911	+0172
1911	+0133
1911	+0111
1911	+0189
1911	+0122
1911	+0122
1911	+0100
1911	+0083
1911	+0056
1911	+0072
1911	+0083
1911	+0078
1911	+0100
1911	+0072
1911	+0083
1911	+0133
1911	+0094
1911	+0083
1911	+0144
1911	+0111
1911	+0089
1911	+0122
1911	+0111
1911	+0094
1911	+0183
1911	+0111
1911	+0072
1911	+0194
1911	+0133
1911	+0128
1911	+0150
1911	+0122
1911	+0100
1911	+0183
1911	+0133
1911	+0128
1911	+0200
1911	+0150
1911	+0133
1911	+0156
1911	+0139
1911	+0144
1911	+0200
1911	+0144
1911	+0089
1911	+0189
1911	+0150
1911	+0128
1911	+0122
1911	+0111
1911	+0111
1911	+0144
1911	+0111
1911	+0094
1911	+0167
1911	+0111
1911	+0106
1911	+0150
1911	+0133
1911	+0117
1911	+0156
1911	+0128
1911	+0106
1911	+0128
1911	+0094
1911	+0094
1911	+0117
1911	+0094
1911	+0078
1911	+0133
1911	+0106
1911	+0050
1911	+0133
1911	+0100
1911	+0083
1911	+0122
1911	+0089
1911	+0089
1911	+0094
1911	+0067
1911	+0078
1911	+0117
1911	+0089
1911	+0061
1911	+0122
1911	+0067
1911	+0050
1911	+0111
1911	+0094
1911	+0078
1911	+0111
1911	+0117
1911	+0106
1911	+0117
1911	+0094
1911	+0067
1911	+0094
1911	+0094
1911	+0061
1911	+0083
1911	+0072
1911	+0067
1911	+0106
1911	+0083
1911	+0083
1911	+0117
1911	+0100
1911	+0056
1911	+0133
1911	+0072
1911	+0061
1911	+0144
1911	+0100
1911	+0122
1911	+0144
1911	+0144
1911	+0128
1911	+0172
1911	+0117
1911	+0106
1911	+0133
1911	+0122
1911	+0117
1911	+0139
1911	+0128
1911	+0117
1911	+0133
1911	+0117
1911	+0122
1911	+0139
1911	+0128
1911	+0089
1911	+0156
1911	+0122
1911	+0106
1911	+0144
1911	+0128
1911	+0117
1911	+0106
1911	+0083
1911	+0061
1911	+0089
1911	+0033
1911	+0072
1911	+0094
1911	+0050
1911	+0044
1911	+0083
1911	+0072
1911	+0078
1911	+0100
1911	+0089
1911	+0089
1911	+0122
1911	+0078
1911	+0033
1911	+0067
1911	+0033
1911	+0000
1911	+0083
1911	+0039
1911	+0056
1911	+0083
1911	+0072
1911	+0083
1911	+0094
1911	+0056
1911	+0011
1911	+0044
1911	+0028
1911	+0011
1911	+0050
1911	+0006
1911	+0022
1911	+0083
1911	+0056
1911	+0006
1911	+0028
1911	-0028
1911	+0006
1911	+0072
1911	+0028
1911	-0006
1911	+0017
1911	-0006
1911	-0050
1911	+0017
1911	+0022
1911	+0017
1911	+0067
1911	+0039
1911	+0056
1911	+0117
1911	+0072
1911	+0039
1911	+0094
1911	+0050
1911	+0022
1911	+0050
1911	+0050
1911	+0044
1911	+0089
1911	+0050
1911	+0006
1911	+0028
1911	-0028
1911	+0000
1911	+0028
1911	+0028
1911	+0094
1911	+0100
1911	+0094
1911	+0006
1911	+0011
1911	-0022
1911	-0056
1911	+0006
1911	+0028
1911	+0078
1911	+0067
1911	+0028
1911	-0006
1911	+0017
1911	-0006
1911	-0011
1911	+0011
1911	-0017
1911	-0044
1911	+0006
1911	-0017
1911	-0039
1911	-0017
1911	-0039
1911	+0011
1911	+0039
1911	+0056
1911	+0044
1911	+0061
1911	+0050
1911	+0017
1911	+0028
1911	+0006
1911	+0056
1911	+0061
1911	+0056
1911	+0044
1911	+0056
1911	+0056
1911	+0050
1911	+0067
1911	+0061
1911	+0044
1911	+0056
1911	+0050
1911	+0033
1911	+0050
1911	+0028
1911	+0022
1911	+0050
1911	+0017
1911	+0067
1911	+0072
1911	+0033
1911	+0050
1911	+0056
1911	+0050
1911	+0039
1911	+0044
1911	+0033
1911	+0017
1911	+0011
1911	-0011
1911	-0033
1911	-0011
1911	-0044
1911	-0033
1911	-0006
1911	+0011
1911	+0033
1911	+0033
1911	+0028
1911	+0044
1911	+0061
1911	+0067
1911	+0061
1911	+0033
1911	+0056
1911	+0039
1911	+0072
1911	+0067
1911	+0056
1911	+0044
1911	+0039
1911	+0022
1911	+0028
1911	+0039
1911	+0028
1911	+0011
1911	+0033
1911	+0022
1911	+0017
1911	-0022
1911	-0022
1911	-0022
1911	-0050
1911	-0028
1911	-0022
1911	-0028
1911	-0078
1911	-0044
1911	-0056
1911	-0050
1911	+0000
1911	+0000
1911	+0000
1911	+0006
1911	-0006
1911	-0006
1911	-0017
1911	+0011
1911	+0017
1911	+0017
1911	+0017
1911	+0022
1911	+0022
1911	+0017
1911	+0011
1911	+0000
1911	-0028
1911	-0039
1911	-0033
1911	-0056
1911	-0050
1911	-0050
1911	-0017
1911	-0033
1911	-0044
1911	-0050
1911	-0039
1911	-0044
1911	-0044
1911	-0050
1911	-0056
1911	-0050
1911	-0017
1911	-0006
1911	-0011
1911	-0011
1911	-0017
1911	-0022
1911	-0033
1911	-0033
1911	-0028
1911	-0022
1911	-0017
1911	-0006
1911	-0006
1911	-0006
1911	-0011
1911	-0006
1911	+0000
1911	+0006
1911	+0006
1911	+0006
1911	+0006
1911	-0006
1911	-0011
1911	-0006
1911	-0017
1911	-0022
1911	-0006
1911	+0006
1911	+0006
1911	-0017
1911	-0022
1911	-0017
1911	-0006
1911	+0011
1911	+0011
1911	+0011
1911	+0011
1911	+0011
1911	+0028
1911	+0022
1911	+0028
1911	+0017
1911	-0006
1911	+0000
1911	+0006
1911	+0000
1911	-0011
1911	-0017
1911	-0011
1911	-0022
1911	-0028
1911	-0050
1911	-0044
1911	-0039
1911	-0039
1911	-0033
1911	-0033
1911	-0022
1911	-0022
1911	-0022
1911	-0022
1911	-0017
1911	-0011
1911	-0022
1911	-0011
1911	-0011
1911	-0011
1911	-0006
1911	-0011
1911	-0050
1911	-0056
1911	-0100
1911	-0067
1911	-0028
1911	-0011
1911	+0011
1911	+0033
1911	+0033
1911	+0011
1911	+0000
1911	-0011
1911	-0006
1911	-0050
1911	-0067
1911	-0039
1911	-0039
1911	-0050
1911	-0056
1911	-0050
1911	-0033
1911	-0022
1911	-0011
1911	+0011
1911	+0028
1911	+0017
1911	+0011
1911	+0000
1911	+0006
1911	+0017
1911	+0017
1911	+0028
1911	+0022
1911	+0011
1911	+0017
1911	+0006
1911	+0000
1911	+0000
1911	-0011
1911	-0022
1911	-0028
1911	-0061
1911	-0067
1911	-0067
1911	-0067
1911	-0094
1911	-0044
1911	-0022
1911	+0000
1911	+0011
1911	+0000
1911	+0011
1911	+0022
1911	+0011
1911	+0000
1911	+0022
1911	+0028
1911	+0022
1911	+0011
1911	-0006
1911	-0017
1911	+0017
1911	+0022
1911	+0022
1911	+0033
1911	+0011
1911	+0011
1911	+0022
1911	+0022
1911	+0022
1911	-0006
1911	-0017
1911	-0028
1911	-0028
1911	+0000
1911	-0011
1911	+0000
1911	-0006
1911	+0017
1911	+0022
1911	+0006
1911	+0011
1911	+0011
1911	+0000
1911	-0011
1911	-0006
1911	-0017
1911	-0017
1911	-0006
1911	-0050
1911	-0094
1911	-0067
1911	-0100
1911	-0139
1911	-0100
1911	-0133
1911	-0028
1911	-0017
1911	-0006
1911	-0056
1911	-0033
1911	-0067
1911	-0106
1911	-0033
1911	-0050
1911	-0094
1911	-0028
1911	+0006
1911	+0011
1911	+0006
1911	-0022
1911	-0044
1911	-0111
1911	-0178
1911	-0194
1911	-0167
1911	-0150
1911	-0022
1911	-0033
1911	-0067
1911	-0106
1911	-0072
1911	-0122
1911	-0033
1911	+0000
1911	-0033
1911	-0033
1911	-0050
1911	-0056
1911	-0078
1911	-0072
1911	-0072
1911	-0083
1911	-0072
1911	-0083
1911	-0094
1911	-0078
1911	-0072
1911	-0050
1911	-0022
1911	+0000
1911	+0006
1911	+0006
1911	+0000
1911	+0000
1911	+0006
1911	+0006
1911	+0017
1911	+0017
1911	-0011
1911	-0100
1911	-0083
1911	-0083
1911	-0161
1911	-0072
1911	-0128
1911	-0183
1911	-0089
1911	-0117
1911	-0083
1911	-0011
1911	-0072
1911	-0022
1911	-0028
1911	-0011
1911	+0000
1911	+0022
1911	+0017
1911	+0017
1911	+0017
1911	+0000
1911	-0022
1911	-0050
1911	-0100
1911	-0144
1911	-0056
1911	-0078
1911	-0083
1911	-0044
1911	-0017
1911	-0033
1911	-0033
1911	-0017
1911	-0011
1911	-0006
1911	+0000
1911	+0000
1911	+0017
1911	+0000
1911	-0006
1911	+0017
1911	+0000
1911	+0006
1911	+0017
1911	+0006
1911	+0000
1911	+0011
1911	+0006
1911	-0011
1911	+0017
1911	-0017
1911	-0067
1911	-0022
1911	-0050
1911	-0067
1911	-0022
1911	-0033
1911	-0067
1911	+0000
1911	-0017
1911	+0000
1911	+0006
1911	+0000
1911	+0000
1911	+0022
1911	+0000
1911	+0000
1911	+0017
1911	+0000
1911	-0006
1911	+0000
1911	+0000
1911	-0017
1911	+0011
1911	+0006
1911	-0006
1911	+0000
1911	-0017
1911	-0028
1911	+0000
1911	+0000
1911	-0056
1911	-0006
1911	-0061
1911	-0117
1911	+0017
1911	-0050
1911	-0100
1911	+0006
1911	-0028
1911	-0056
1911	+0028
1911	-0044
1911	-0056
1911	+0011
1911	-0056
1911	-0022
1911	+0006
1911	-0011
1911	-0017
1911	+0017
1911	-0017
1911	-0056
1911	+0028
1911	-0028
1911	-0094
1911	+0028
1911	-0039
1911	-0033
1911	+0028
1911	-0011
1911	-0006
1911	+0033
1911	+0006
1911	-0011
1911	+0050
1911	+0000
1911	-0044
1911	+0006
1911	-0033
1911	-0022
1911	+0022
1911	-0006
1911	+0022
1911	+0056
1911	+0011
1911	-0022
1911	+0022
1911	+0006
1911	+0006
1911	+0033
1911	+0011
1911	+0000
1911	-0033
1911	-0044
1911	-0089
1911	-0061
1911	-0083
1911	-0094
1911	-0050
1911	-0050
1911	-0078
1911	+0011
1911	-0017
1911	-0011
1911	+0061
1911	+0011
1911	-0017
1911	+0056
1911	+0011
1911	+0006
1911	+0061
1911	+0056
1911	-0022
1911	+0050
1911	-0022
1911	+0000
1911	+0028
1911	+0011
1911	+0011
1911	+0028
1911	-0011
1911	-0017
1911	+0033
1911	+0006
1911	+0006
1911	+0022
1911	+0017
1911	+0017
1911	+0022
1911	+0011
1911	+0017
1911	+0033
1911	+0011
1911	+0006
1911	+0067
1911	+0011
1911	+0017
1911	+0039
1911	+0028
1911	+0028
1911	+0106
1911	+0044
1911	+0028
1911	+0083
1911	+0056
1911	+0044
1911	+0067
1911	+0039
1911	+0039
1911	+0050
1911	+0039
1911	+0044
1911	+0044
1911	+0028
1911	+0033
1911	+0056
1911	+0028
1911	+0033
1911	+0050
1911	+0028
1911	+0022
1911	+0078
1911	+0033
1911	+0022
1911	+0033
1911	+0050
1911	+0028
1911	+0056
1911	+0050
1911	+0044
1911	+0028
1911	+0017
1911	+0039
1911	+0039
1911	+0028
1911	+0028
1911	+0083
1911	+0033
1911	+0039
1911	+0083
1911	+0061
1911	+0050
1911	+0050
1911	+0044
1911	+0044
1911	+0078
1911	+0039
1911	+0044
1911	+0089
1911	+0094
1911	+0078
1911	+0144
1911	+0117
1911	+0117
1911	+0128
1911	+0083
1911	+0056
1911	+0100
1911	+0067
1911	+0067
1911	+0133
1911	+0111
1911	+0117
1911	+0194
1911	+0139
1911	+0117
1911	+0122
1911	+0100
1911	+0100
1911	+0150
1911	+0089
1911	+0100
1911	+0128
1911	+0133
1911	+0094
1911	+0150
1911	+0100
1911	+0100
1911	+0111
1911	+0094
1911	+0061
1911	+0100
1911	+0067
1911	+0067
1911	+0106
1911	+0061
1911	+0078
1911	+0111
1911	+0083
1911	+0072
1911	+0111
1911	+0067
1911	+0050
1911	+0056
1911	+0017
1911	+0000
1911	+0044
1911	+0061
1911	+0050
1911	+0067
1911	+0061
1911	+0078
1911	+0078
1911	+0050
1911	+0056
1911	+0106
1911	+0056
1911	+0072
1911	+0133
1911	+0100
1911	+0106
1911	+0172
1911	+0139
1911	+0156
1911	+0189
1911	+0167
1911	+0133
1911	+0222
1911	+0167
1911	+0156
1911	+0233
1911	+0139
1911	+0139
1911	+0172
1911	+0133
1911	+0133
1911	+0178
1911	+0111
1911	+0106
1911	+0139
1911	+0111
1911	+0111
1911	+0117
1911	+0144
1911	+0156
1911	+0267
1911	+0172
1911	+0183
1911	+0194
1911	+0156
1911	+0156
1911	+0233
1911	+0156
1911	+0150
1911	+0150
1911	+0133
1911	+0106
1911	+0144
1911	+0094
1911	+0094
1911	+0150
1911	+0094
1911	+0072
1911	+0133
1911	+0067
1911	+0044
1911	+0094
1911	+0056
1911	+0050
1911	+0089
1911	+0056
1911	+0056
1911	+0100
1911	+0078
1911	+0089
1911	+0139
1911	+0089
1911	+0083
1911	+0122
1911	+0083
1911	+0111
1911	+0128
1911	+0122
1911	+0094
1911	+0128
1911	+0094
1911	+0089
1911	+0139
1911	+0100
1911	+0083
1911	+0144
1911	+0083
1911	+0089
1911	+0139
1911	+0089
1911	+0100
1911	+0122
1911	+0111
1911	+0128
1911	+0172
1911	+0139
1911	+0089
1911	+0111
1911	+0111
1911	+0150
1911	+0156
1911	+0139
1911	+0150
1911	+0189
1911	+0144
1911	+0172
1911	+0211
1911	+0183
1911	+0183
1911	+0256
1911	+0189
1911	+0139
1911	+0144
1911	+0133
1911	+0139
1911	+0178
1911	+0133
1911	+0144
1911	+0128
1911	+0122
1911	+0139
1911	+0161
1911	+0139
1911	+0128
1911	+0144
1911	+0117
1911	+0133
1911	+0144
1911	+0117
1911	+0117
1911	+0106
1911	+0117
1911	+0117
1911	+0156
1911	+0128
1911	+0128
1911	+0194
1911	+0128
1911	+0133
1911	+0161
1911	+0128
1911	+0128
1911	+0144
1911	+0117
1911	+0150
1911	+0211
